,Name,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits,RandomGroup
0,base,1.6e-07,1,300,3000,6,True,0.4959993370518449,0.9867415760112648,3,3,[ 1.18385254 -0.00719488] [-0.15218752  3.85157275] [1.19829607 4.9989289 ],[4.96551415e-01 1.37706605e-02 4.89677924e-01 1.32776931e-10 2.12443062e-17 3.39908850e-24],[[ 0.7215601  -0.03318732]  [-0.03318732  0.6673917 ]] [[ 0.72397105 -0.49974467]  [-0.49974467  4.37641195]] [[ 0.69740939 -0.05192941]  [-0.05192941  0.65953457]],3,"{0: 597, 1: 8, 2: 595, 3: 0, 4: 0, 5: 0}",0,0,0,6
1,contextless,1.6e-07,1,300,3000,6,True,0.4947078920325052,0.9817372745917554,3,3,[ 2.38397337 -0.01477058] [1.19991799 5.00264038] [0.07924331 3.35273085],[4.93302668e-01 4.89230834e-01 1.74664974e-02 1.26961337e-10 2.03138112e-17 3.25020932e-24],[[ 0.71662515 -0.04909019]  [-0.04909019  0.64945725]] [[ 0.69775217 -0.05774758]  [-0.05774758  0.65636518]] [[ 0.87935721 -0.81087161]  [-0.81087161  4.69192898]],3,"{0: 594, 1: 595, 2: 11, 3: 0, 4: 0, 5: 0}",0,0,0,6
2,context,1.6e-07,1,300,3000,6,True,0.5571426444477513,0.7390291561721718,4,4,[2.55672084 0.00415315] [-0.04151788  3.77582152] [ 0.89050375 -0.01342465] [1.1990714  5.00116621],[2.64825573e-01 1.51340712e-02 8.89195170e-04 2.31305274e-01 4.87845887e-01 1.32539250e-10],[[ 0.72345749 -0.08819725]  [-0.08819725  0.66198484]] [[ 0.86228307 -0.62271677]  [-0.62271677  4.26103348]] [[ 0.6438971  -0.02059847]  [-0.02059847  0.71346325]] [[ 0.6977888  -0.05432238]  [-0.05432238  0.656372  ]],4,"{0: 316, 1: 9, 2: 0, 3: 280, 4: 595, 5: 0}",1,0,1,6
3,base,1.6e-07,2,300,3000,6,True,0.4215750608258946,0.741130289731786,3,3,[ 1.23810592 -0.10393851] [0.644305   4.93642685] [1.66883163 4.84131771],[4.95513103e-01 2.18083445e-01 2.86403451e-01 1.32617867e-10 2.12188560e-17 3.39501646e-24],[[0.73517843 0.0462374 ]  [0.0462374  0.72336291]] [[0.38770214 0.09488066]  [0.09488066 1.20420695]] [[0.53278587 0.04934415]  [0.04934415 0.5790113 ]],3,"{0: 594, 1: 274, 2: 332, 3: 0, 4: 0, 5: 0}",1,1,0,1
4,contextless,1.6e-07,2,300,3000,6,True,0.4138213846745357,0.7175891360629996,4,4,[0.64506354 4.91927178] [1.63950308 4.87412389] [1.67618383 1.23438998] [ 2.45984862 -0.15891565],[8.89979889e-04 2.08155698e-01 2.94686997e-01 2.64547838e-02 4.69812541e-01 1.32515172e-10],[[0.40041911 0.07811028]  [0.07811028 1.20088217]] [[0.55644533 0.02426483]  [0.02426483 0.56825285]] [[ 0.19600117 -0.17981979]  [-0.17981979  1.30729619]] [[0.74405031 0.05940428]  [0.05940428 0.653225  ]],4,"{0: 0, 1: 256, 2: 348, 3: 18, 4: 578, 5: 0}",1,1,0,1
5,context,1.6e-07,2,300,3000,6,True,0.42080202757354707,0.7411306024953296,3,3,[ 1.83230869 -0.10821277] [0.7362185  4.90651485] [1.81307265 4.8457347 ],[0.49462498 0.27504883 0.00089498 0.0008914  0.00088787 0.22765194],[[1.09063991 0.03159907]  [0.03159907 0.71395739]] [[0.41782181 0.06795657]  [0.06795657 1.11048287]] [[0.46707613 0.04160745]  [0.04160745 0.55714746]],3,"{0: 594, 1: 340, 2: 0, 3: 0, 4: 0, 5: 266}",1,1,0,1
6,base,1.6e-07,3,300,3000,6,True,0.4894085164971616,0.9933388889506688,2,2,[1.25035411 0.12336544] [1.25832927 5.11997009],[5.02701288e-01 8.99427216e-04 4.96399284e-01 1.32777272e-10 2.12443607e-17 3.39909721e-24],[[0.7766711  0.01556035]  [0.01556035 0.74192706]] [[0.75265999 0.00639733]  [0.00639733 0.68889461]],2,"{0: 602, 1: 0, 2: 598, 3: 0, 4: 0, 5: 0}",0,0,0,2
7,contextless,1.6e-07,3,300,3000,6,True,0.4866156655260924,0.9571741195673316,3,3,[0.9689279  1.96796859] [1.27082498 5.14109711] [2.48921024 0.10810088],[4.04427366e-02 8.90896995e-04 4.82103864e-01 8.88373057e-04 4.75674129e-01 1.32528655e-10],[[ 0.52320652 -0.37942499]  [-0.37942499  6.20621809]] [[ 7.56266740e-01 -1.41773272e-04]  [-1.41773272e-04  6.32568048e-01]] [[ 0.73474548 -0.01991834]  [-0.01991834  0.63287779]],3,"{0: 22, 1: 0, 2: 590, 3: 0, 4: 588, 5: 0}",0,0,0,2
8,context,1.6e-07,3,300,3000,6,True,0.4897750786720366,0.9883763045673422,3,3,[0.8140958  0.97187809] [1.26016922 5.13240686] [1.87877844 0.12296478],[2.53822685e-02 4.92560125e-01 8.94260254e-04 4.81163347e-01 1.32650301e-10 2.12240451e-17],[[0.58030063 0.39960218]  [0.39960218 4.83277886]] [[0.75461882 0.00291812]  [0.00291812 0.66837256]] [[ 1.11227644 -0.02895826]  [-0.02895826  0.65850174]],3,"{0: 7, 1: 598, 2: 0, 3: 595, 4: 0, 5: 0}",1,0,1,2
9,base,1.6e-07,4,300,3000,6,True,0.35526633110801537,0.5541069348373414,6,6,[-0.24827461  0.04388758] [2.33158517 4.85817473] [ 2.13939676 -0.0780139 ] [0.92628017 0.08011811] [1.03242247 5.07768694] [-0.5363959   4.08957341],[0.03543027 0.11370562 0.17422541 0.29147933 0.36632314 0.01883622],[[0.55772711 0.21869965]  [0.21869965 1.82379254]] [[0.28250875 0.14516804]  [0.14516804 1.00477613]] [[0.33321143 0.06128975]  [0.06128975 0.89410921]] [[ 0.28826693 -0.00354976]  [-0.00354976  0.57690916]] [[ 0.41413928 -0.04502454]  [-0.04502454  0.60313859]] [[ 0.52444775 -0.48651048]  [-0.48651048  1.68038316]],6,"{0: 26, 1: 130, 2: 198, 3: 376, 4: 448, 5: 22}",6,3,3,1
10,contextless,1.6e-07,4,300,3000,6,True,0.3546545354707975,0.5527715856270682,6,6,[ 0.7622749  -0.08145882] [2.38950274 4.9272557 ] [1.93909708 0.07095942] [1.07027895 5.0588682 ] [ 2.97548176 -0.01989408] [-0.33931345  3.68849213],[0.03061889 0.09855553 0.19122433 0.38175519 0.27545086 0.02239519],[[0.43458258 0.01672489]  [0.01672489 1.92213852]] [[0.26522371 0.10151431]  [0.10151431 1.04903183]] [[ 0.21018196 -0.05806306]  [-0.05806306  0.64174047]] [[ 0.44676212 -0.07640556]  [-0.07640556  0.60778351]] [[ 0.49834788 -0.06084501]  [-0.06084501  0.71075983]] [[ 0.729728   -0.78717544]  [-0.78717544  1.89718382]],6,"{0: 26, 1: 108, 2: 262, 3: 470, 4: 310, 5: 24}",4,1,3,1
11,context,1.6e-07,4,300,3000,6,True,0.4960389968041097,0.9933388889506688,2,2,[1.84792572 0.01666351] [1.26458349 5.00675328],[5.01869063e-01 4.98130936e-01 1.32999988e-10 2.12799955e-17 3.40479883e-24 5.44767733e-31],[[ 1.16372293 -0.04096823]  [-0.04096823  0.74054007]] [[ 0.81522378 -0.00542516]  [-0.00542516  0.70853523]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
12,base,1.6e-07,5,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.21584101 4.97687821] [ 1.21775614 -0.01355686],[8.95961328e-04 4.98918661e-01 5.00185378e-01 1.32890333e-10 2.12624504e-17 3.40199157e-24],[[ 0.70132999 -0.02242314]  [-0.02242314  0.74048615]] [[ 0.69812984 -0.02255314]  [-0.02255314  0.76366071]],2,"{0: 0, 1: 598, 2: 602, 3: 0, 4: 0, 5: 0}",0,0,0,5
13,contextless,1.6e-07,5,300,3000,6,True,0.4960389968041097,0.9867000187944966,2,2,[ 2.41095589 -0.0203216 ] [1.21541953 4.96993831],[5.00092426e-01 4.99907574e-01 1.33000776e-10 2.12801217e-17 3.40481902e-24 5.44770964e-31],[[ 0.70233413 -0.03973073]  [-0.03973073  0.74867667]] [[ 0.70170644 -0.02373651]  [-0.02373651  0.75588863]],2,"{0: 598, 1: 602, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,5
14,context,1.6e-07,5,300,3000,6,True,0.4960389968041097,1.0,2,2,[ 1.81296446 -0.01574017] [1.21590971 4.97466703],[5.01026017e-01 4.98973983e-01 1.33000363e-10 2.12800555e-17 3.40480843e-24 5.44769269e-31],[[ 1.05578677 -0.03448395]  [-0.03448395  0.75862625]] [[ 0.70161131 -0.02384013]  [-0.02384013  0.74520685]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,5
15,base,1.6e-07,6,300,3000,6,True,0.4927099932746571,0.9933388891944936,2,2,[1.24849834 0.00944879] [1.23672444 5.00187071],[5.04080908e-01 8.91519803e-04 4.95027572e-01 1.32776040e-10 2.12441636e-17 3.39906568e-24],[[0.76340424 0.08980236]  [0.08980236 0.81616439]] [[0.75347655 0.09104471]  [0.09104471 0.73442748]],2,"{0: 604, 1: 0, 2: 596, 3: 0, 4: 0, 5: 0}",0,0,0,1
16,contextless,1.6e-07,6,300,3000,6,True,0.4927099932746571,0.9933388891944936,2,2,[2.43145488 0.00411439] [1.23574051 4.99597261],[8.93589470e-04 8.91173328e-04 5.02086433e-01 4.96128804e-01 1.32778050e-10 2.12444849e-17],[[0.76802132 0.05159067]  [0.05159067 0.80504645]] [[0.75231216 0.09102583]  [0.09102583 0.74871815]],2,"{0: 0, 1: 0, 2: 604, 3: 596, 4: 0, 5: 0}",0,0,0,1
17,context,1.6e-07,6,300,3000,6,True,0.4927099932746571,0.9933388891944936,2,2,[1.83879827 0.00838267] [1.23632057 5.00076033],[5.03893599e-01 4.96106401e-01 1.32999082e-10 2.12798506e-17 3.40477565e-24 5.44764024e-31],[[1.1153688  0.06812246]  [0.06812246 0.81356969]] [[0.75251708 0.09070438]  [0.09070438 0.73683376]],2,"{0: 604, 1: 596, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
18,base,1.6e-07,7,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.19165088 4.82255974] [ 1.19308367 -0.16812994],[5.00173821e-01 4.99826179e-01 1.33000740e-10 2.12801160e-17 3.40481810e-24 5.44770817e-31],[[0.62327365 0.0169545 ]  [0.0169545  0.66051223]] [[0.62457896 0.01744003]  [0.01744003 0.66591607]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
19,contextless,1.6e-07,7,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.19169171 4.82389245] [ 2.38376847 -0.16654329],[4.99881070e-01 5.00118929e-01 1.33000870e-10 2.12801367e-17 3.40482142e-24 5.44771347e-31],[[0.62358017 0.01409883]  [0.01409883 0.65788704]] [[ 0.62724067 -0.00572023]  [-0.00572023  0.66980766]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
20,context,1.6e-07,7,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.19158312 4.82339508] [ 1.78864375 -0.16713454],[4.99990240e-01 5.00009760e-01 1.33000822e-10 2.12801289e-17 3.40482018e-24 5.44771149e-31],[[0.62338739 0.01573748]  [0.01573748 0.65886853]] [[0.97968919 0.00643695]  [0.00643695 0.66835793]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
21,base,1.6e-07,8,300,3000,6,True,0.4286013173739332,0.7529542187548949,3,3,[1.217477   0.04216581] [0.92171057 5.04188121] [1.55331054 5.01164783],[8.92718899e-04 4.99668636e-01 2.65442862e-01 2.33995783e-01 1.32419979e-10 2.11871936e-17],[[ 0.77861941 -0.04760357]  [-0.04760357  0.7577991 ]] [[ 0.68022143 -0.01703905]  [-0.01703905  0.8367732 ]] [[ 0.67508579 -0.07141939]  [-0.07141939  0.72360464]],3,"{0: 0, 1: 600, 2: 334, 3: 266, 4: 0, 5: 0}",0,0,0,1
22,contextless,1.6e-07,8,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.2179779  5.02879346] [2.39581012 0.03927027],[8.90518891e-04 8.91663572e-04 5.00419530e-01 4.97798287e-01 1.32778796e-10 2.12446042e-17],[[ 0.77901881 -0.04923706]  [-0.04923706  0.7717493 ]] [[ 0.80427111 -0.09416629]  [-0.09416629  0.75169627]],2,"{0: 0, 1: 0, 2: 600, 3: 600, 4: 0, 5: 0}",0,0,0,1
23,context,1.6e-07,8,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.80570829 0.04173372] [1.21837882 5.03181641],[8.92331157e-04 4.99564710e-01 8.89909949e-04 8.89034447e-04 4.97764014e-01 1.32448436e-10],[[ 1.13824133 -0.07295539]  [-0.07295539  0.75670589]] [[ 0.77873746 -0.04917561]  [-0.04917561  0.76440609]],2,"{0: 0, 1: 600, 2: 0, 3: 0, 4: 600, 5: 0}",0,0,0,1
24,base,1.6e-07,9,300,3000,6,True,0.4148353827914127,0.7255105674824992,4,4,[1.02926914 5.11354785] [ 2.14327088 -0.02362276] [0.98387231 0.10024042] [2.20434148 4.76352165],[4.14535099e-01 9.23401262e-02 4.08401228e-01 8.47235465e-02 1.31520630e-10 2.10432977e-17],[[ 0.58559593 -0.06923257]  [-0.06923257  0.7261838 ]] [[ 0.17403857 -0.16154829]  [-0.16154829  1.10304334]] [[ 0.60802494 -0.07879883]  [-0.07879883  0.83412606]] [[ 0.18438863 -0.05886395]  [-0.05886395  1.47098426]],4,"{0: 516, 1: 110, 2: 492, 3: 82, 4: 0, 5: 0}",2,1,1,1
25,contextless,1.6e-07,9,300,3000,6,True,0.4165792119587261,0.7173875835987397,5,5,[1.00519697 5.09694112] [ 3.31217461 -0.13437333] [0.56818367 1.83850136] [2.18965377 4.93049827] [2.2251443  0.04916371],[4.03946346e-01 9.36087173e-02 2.18236042e-02 9.36326101e-02 3.86988722e-01 1.32304354e-10],[[ 0.56896717 -0.0951933 ]  [-0.0951933   0.73172489]] [[ 0.21512864 -0.20461439]  [-0.20461439  1.03756776]] [[ 0.67827657 -0.22376861]  [-0.22376861  0.84194134]] [[ 0.17193306 -0.08069222]  [-0.08069222  1.28610227]] [[0.58408237 0.00146972]  [0.00146972 0.72584847]],5,"{0: 492, 1: 74, 2: 22, 3: 104, 4: 508, 5: 0}",2,1,1,1
26,context,1.6e-07,9,300,3000,6,True,0.4927099932746571,0.9933388891944936,2,2,[1.22415177 5.06953355] [1.78291296 0.07994934],[4.97666661e-01 5.02333339e-01 1.33001844e-10 2.12802926e-17 3.40484636e-24 5.44775339e-31],[[ 0.70786151 -0.1074457 ]  [-0.1074457   0.81739867]] [[ 1.11748847 -0.14826904]  [-0.14826904  0.87667932]],2,"{0: 596, 1: 604, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
27,base,1.6e-07,10,300,3000,6,True,0.4993736951983298,1.0,2,2,[ 1.116226   -0.02814427] [1.11653752 4.96079713],[5.00112515e-01 4.99887484e-01 1.33000768e-10 2.12801203e-17 3.40481880e-24 5.44770928e-31],[[ 0.68629241 -0.00659931]  [-0.00659931  0.81171547]] [[ 0.68573654 -0.00619517]  [-0.00619517  0.81830171]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,4
28,contextless,1.6e-07,10,300,3000,6,True,0.4709857265958345,0.8929789754839648,4,4,[-0.12948296  3.77358992] [1.17732807 4.99857632] [ 2.27454455 -0.23044827] [2.3698602  0.64232147],[8.85037032e-04 2.27477317e-02 4.80084683e-01 3.83921802e-01 1.12360746e-01 1.31802214e-10],[[ 1.071733   -0.84793333]  [-0.84793333  1.32205418]] [[ 0.59013282 -0.04722973]  [-0.04722973  0.7880247 ]] [[0.7280292  0.03072465]  [0.03072465 0.69909697]] [[ 0.68651321 -0.41076317]  [-0.41076317  0.64292213]],4,"{0: 0, 1: 12, 2: 588, 3: 542, 4: 58, 5: 0}",0,0,0,4
29,context,1.6e-07,10,300,3000,6,True,0.4960463432252152,0.9868333185925544,3,3,[ 1.70762296 -0.03780268] [1.15941081 4.97801946] [-0.27206432  3.76283895],[4.97658021e-01 4.88225215e-01 1.41167631e-02 1.25605596e-10 2.00968927e-17 3.21550237e-24],[[ 1.0518589  -0.02622358]  [-0.02622358  0.79475034]] [[ 0.6076683  -0.03006783]  [-0.03006783  0.81095184]] [[ 1.17396746 -0.97971718]  [-0.97971718  1.65165742]],3,"{0: 600, 1: 592, 2: 8, 3: 0, 4: 0, 5: 0}",0,0,0,4
30,base,1.6e-07,11,300,3000,6,True,0.468086356988426,0.8841483531773214,4,4,[ 1.39543819 -0.05788611] [1.70670146 4.95882292] [1.1645749  4.96700782] [-0.08125409  0.44894322],[4.59888485e-01 1.15600353e-01 8.84489261e-04 3.87114840e-01 3.65118322e-02 1.29559245e-10],[[0.52332649 0.01157539]  [0.01157539 0.71033129]] [[0.19318257 0.12229006]  [0.12229006 1.42220014]] [[ 0.72571395 -0.07232616]  [-0.07232616  0.64202612]] [[0.35075855 0.16089274]  [0.16089274 0.79357982]],4,"{0: 562, 1: 40, 2: 0, 3: 564, 4: 34, 5: 0}",1,0,1,2
31,contextless,1.6e-07,11,300,3000,6,True,0.4851410652376344,0.9461194425058888,3,3,[ 2.47083026 -0.02623567] [1.18031298 4.96369989] [1.71761402 4.95297312],[4.96022966e-01 4.02311908e-01 1.01665126e-01 1.31923883e-10 2.11078185e-17 3.37725047e-24],[[ 0.66890425 -0.05953656]  [-0.05953656  0.71056335]] [[ 0.7139557  -0.0688806 ]  [-0.0688806   0.64813235]] [[0.20359682 0.10512973]  [0.10512973 1.54680883]],3,"{0: 596, 1: 570, 2: 34, 3: 0, 4: 0, 5: 0}",0,0,0,2
32,context,1.6e-07,11,300,3000,6,True,0.4851410652376344,0.9461194425058888,3,3,[ 1.87653741 -0.02424453] [1.18281702 4.963918  ] [1.72048553 4.96646704],[4.96515030e-01 4.04330271e-01 9.91546984e-02 1.31896589e-10 2.11034515e-17 3.37655174e-24],[[ 1.01782139 -0.04598815]  [-0.04598815  0.7139362 ]] [[ 0.71461964 -0.06793942]  [-0.06793942  0.647287  ]] [[0.18838424 0.110429  ]  [0.110429   1.53213186]],3,"{0: 596, 1: 570, 2: 34, 3: 0, 4: 0, 5: 0}",0,0,0,2
33,base,1.6e-07,12,300,3000,6,True,0.4834770131379304,0.9386234489224132,4,4,[-0.00544541  4.93794398] [ 1.31444813 -0.00256   ] [1.3526329  5.02183665] [-0.25067646  1.20766361],[3.46405176e-02 4.83308795e-01 4.65328800e-01 1.67218878e-02 1.26591054e-10 2.02545656e-17],[[ 0.53248429 -0.39908692]  [-0.39908692  1.64687348]] [[0.54625938 0.0496686 ]  [0.0496686  0.81225604]] [[0.50812981 0.020862  ]  [0.020862   0.81409594]] [[0.51521403 0.30886698]  [0.30886698 1.21114837]],4,"{0: 20, 1: 582, 2: 580, 3: 18, 4: 0, 5: 0}",1,1,0,5
34,contextless,1.6e-07,12,300,3000,6,True,0.491144662795512,0.9677500136805756,3,3,[0.57526907 1.42404929] [ 2.50306618 -0.01335659] [1.26488735 5.0307313 ],[2.55642216e-02 4.78386906e-01 4.96048872e-01 1.32885696e-10 2.12617085e-17 3.40187287e-24],[[ 0.35985985 -0.1558069 ]  [-0.1558069   1.79189763]] [[0.53488312 0.00832203]  [0.00832203 0.78743718]] [[ 0.62832977 -0.01477814]  [-0.01477814  0.8361644 ]],3,"{0: 20, 1: 580, 2: 600, 3: 0, 4: 0, 5: 0}",0,0,0,5
35,context,1.6e-07,12,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.25802405 5.0188553 ] [1.84095301 0.03033456],[5.01021262e-01 4.98978737e-01 1.33000365e-10 2.12800558e-17 3.40480849e-24 5.44769278e-31],[[ 0.6300361  -0.0022841 ]  [-0.0022841   0.85207334]] [[ 0.98932401 -0.03968514]  [-0.03968514  0.83871621]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,5
36,base,1.6e-07,13,300,3000,6,True,0.4610370624673581,0.8705450902516432,5,5,[1.30785152 5.06552014] [1.33109751 0.05889064] [2.06589802 2.80604243] [ 1.12681825 -0.43826627] [0.23227555 5.88246372],[0.46407959 0.41041438 0.03457617 0.0008769  0.07855346 0.0114995 ],[[0.80975741 0.09394188]  [0.09394188 0.56555229]] [[0.82551706 0.09787991]  [0.09787991 0.48915299]] [[ 0.45781916 -0.1366291 ]  [-0.1366291   1.02906265]] [[ 0.92206355 -0.91233223]  [-0.91233223  1.9612244 ]] [[ 0.4659561  -0.76442072]  [-0.76442072  3.76240808]],5,"{0: 568, 1: 550, 2: 30, 3: 0, 4: 44, 5: 8}",1,1,0,3
37,contextless,1.6e-07,13,300,3000,6,True,0.4410947729664194,0.8054848438105557,6,6,[0.21608208 3.36266399] [ 2.11676186 -0.50333366] [3.04190442 0.81067218] [0.71558187 4.52442426] [2.55269025 0.10315987] [1.39472915 5.10192906],[0.02215003 0.0865889  0.06017783 0.06107438 0.35685677 0.41315209],[[ 0.63456742 -0.20866919]  [-0.20866919  6.79269929]] [[ 0.27636801 -0.27526816]  [-0.27526816  1.04119579]] [[ 0.36583199 -1.0611523 ]  [-1.0611523   4.14261316]] [[ 0.44697751 -0.66151339]  [-0.66151339  1.64574359]] [[0.88365526 0.07407367]  [0.07407367 0.4177758 ]] [[0.79757451 0.09194466]  [0.09194466 0.52930779]],6,"{0: 12, 1: 42, 2: 42, 3: 30, 4: 520, 5: 554}",0,0,0,3
38,context,1.6e-07,13,300,3000,6,True,0.4595296516078601,0.8653507013656605,5,5,[1.33729599 5.06821394] [ 1.60527909 -0.36467791] [1.96384441 0.06777204] [0.7636639  4.57686397] [2.46418332 2.696586  ],[0.4486063  0.09790445 0.39288585 0.04127585 0.00083966 0.01848789],[[0.81452481 0.09606275]  [0.09606275 0.55803244]] [[ 1.35370293 -0.94956715]  [-0.94956715  1.83067859]] [[1.18704653 0.11274798]  [0.11274798 0.47346576]] [[ 0.55939876 -1.02849131]  [-1.02849131  3.33416233]] [[ 0.24156246 -0.13182612]  [-0.13182612  0.97227497]],5,"{0: 570, 1: 50, 2: 544, 3: 18, 4: 0, 5: 18}",0,0,0,3
39,base,1.6e-07,14,300,3000,6,True,0.271840753141099,0.3789104822068858,6,6,[0.20703482 0.19764299] [1.07456043 4.87506373] [0.183281   4.90367585] [ 1.15575538 -0.10308596] [2.10812259 0.06298486] [1.80771568 5.07270744],[0.0978243  0.14861202 0.08756023 0.23499091 0.17012928 0.26088326],[[0.20325331 0.02576665]  [0.02576665 0.91470118]] [[ 0.09288632 -0.07849173]  [-0.07849173  0.86653115]] [[ 0.19373768 -0.14697086]  [-0.14697086  0.6943272 ]] [[ 0.14750838 -0.03407553]  [-0.03407553  0.81477123]] [[ 0.33025143 -0.19669012]  [-0.19669012  0.80553034]] [[ 0.46162828 -0.17709913]  [-0.17709913  0.76367614]],6,"{0: 108, 1: 214, 2: 108, 3: 310, 4: 186, 5: 274}",5,2,3,4
40,contextless,1.6e-07,14,300,3000,6,True,0.4934405433248462,0.9769358850095066,3,3,[1.12768081 1.59419526] [1.3081637  5.00540109] [ 2.51127132 -0.02284685],[2.39149034e-02 8.92532520e-04 4.91094413e-01 4.84098151e-01 1.32767325e-10 2.12427688e-17],[[ 0.42005871 -0.4977549 ]  [-0.4977549   3.87983019]] [[ 0.67872725 -0.10115381]  [-0.10115381  0.73537938]] [[ 0.67634621 -0.11734077]  [-0.11734077  0.73524898]],3,"{0: 14, 1: 0, 2: 596, 3: 590, 4: 0, 5: 0}",0,0,0,4
41,context,1.6e-07,14,300,3000,6,True,0.40101722687882496,0.6879836883504339,4,4,[1.07699526 4.86362976] [1.79087557 5.10989637] [1.88116456e+00 3.10555272e-05] [0.20227774 4.78969828],[0.00089416 0.14954123 0.26405565 0.5006245  0.00088161 0.08400285],[[ 0.11373356 -0.11954987]  [-0.11954987  0.85371131]] [[ 0.4794513  -0.19824499]  [-0.19824499  0.74843473]] [[ 1.04744153 -0.12501239]  [-0.12501239  0.7995758 ]] [[ 0.22378865 -0.21392287]  [-0.21392287  0.73961195]],4,"{0: 0, 1: 212, 2: 284, 3: 604, 4: 0, 5: 100}",2,2,0,4
42,base,1.6e-07,15,300,3000,6,True,0.4400141514252226,0.7992661274203123,4,4,[1.42507678 0.01963563] [0.18569188 4.74521194] [0.15500068 0.17886633] [1.46184376 5.06723038],[4.42011551e-01 7.38634814e-02 6.00276229e-02 4.24097344e-01 1.32536365e-10 2.12058154e-17],[[0.54734886 0.08333784]  [0.08333784 0.7971213 ]] [[ 0.22686609 -0.08806246]  [-0.08806246  1.01538976]] [[0.21531881 0.13706814]  [0.13706814 1.11007936]] [[0.51845296 0.03679211]  [0.03679211 0.76646936]],4,"{0: 542, 1: 76, 2: 60, 3: 522, 4: 0, 5: 0}",2,1,1,2
43,contextless,1.6e-07,15,300,3000,6,True,0.4701128844146491,0.8913663627424876,3,3,[ 1.29365867 -0.00194444] [2.63319369 0.04464202] [1.27381405 5.02333668],[8.86880981e-04 8.86084507e-04 6.89047254e-02 4.31957468e-01 4.97364841e-01 1.32660140e-10],[[ 0.23068461 -0.14287485]  [-0.14287485  1.33031792]] [[0.51881713 0.03302136]  [0.03302136 0.75749143]] [[0.68206224 0.06566412]  [0.06566412 0.79819578]],3,"{0: 0, 1: 0, 2: 74, 3: 528, 4: 598, 5: 0}",1,0,1,2
44,context,1.6e-07,15,300,3000,6,True,0.4993736951983298,0.9933388889506688,2,2,[1.86190996 0.03230995] [1.2732889  5.02244188],[5.01035851e-01 4.98964149e-01 1.33000358e-10 2.12800548e-17 3.40480832e-24 5.44769251e-31],[[1.03053964 0.04674665]  [0.04674665 0.81214912]] [[0.68084937 0.06785388]  [0.06785388 0.79884275]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
45,base,1.6e-07,16,300,3000,6,True,0.4894085164971616,1.0,2,2,[ 1.19837923 -0.01168448] [1.20741122 4.98200056],[5.01437368e-01 4.98562632e-01 1.33000180e-10 2.12800263e-17 3.40480375e-24 5.44768521e-31],[[0.71376158 0.01426981]  [0.01426981 0.73949074]] [[0.71688188 0.01490077]  [0.01490077 0.71736108]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
46,contextless,1.6e-07,16,300,3000,6,True,0.4867305914879074,0.9645249342783369,3,3,[ 2.46465992 -0.03433212] [1.11080832 0.73889368] [1.21652273 4.99914979],[4.63103891e-01 8.88911058e-04 4.49213864e-02 8.85243050e-04 4.90200568e-01 1.32362163e-10],[[0.67261004 0.00925777]  [0.00925777 0.61436593]] [[ 0.3855169  -0.64989431]  [-0.64989431  3.31060617]] [[7.18116587e-01 2.07817755e-04]  [2.07817755e-04 6.93461841e-01]],3,"{0: 580, 1: 0, 2: 22, 3: 0, 4: 598, 5: 0}",1,0,1,1
47,context,1.6e-07,16,300,3000,6,True,0.4894085164971616,1.0,2,2,[ 1.78405389 -0.01469982] [1.20727693 4.97864642],[5.00799109e-01 4.99200891e-01 1.33000463e-10 2.12800716e-17 3.40481101e-24 5.44769682e-31],[[ 1.07857421 -0.01622654]  [-0.01622654  0.73319744]] [[0.71680488 0.01402675]  [0.01402675 0.72533791]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
