Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,10,250,3000,6,True,0.1452653309990513,0.36947513484309963,3,3,[1.55315035 1.17848533] [2.89326043 2.94274488] [0.73492422 3.393146  ],[6.04707795e-01 2.54324790e-01 1.40967415e-01 1.58318071e-10 2.53308881e-17 4.05294150e-24],[[ 2.38647334 -0.12153687]  [-0.12153687  1.7334931 ]] [[ 1.11936818 -0.28744598]  [-0.28744598  1.65875642]] [[ 0.87647877 -0.09832977]  [-0.09832977  1.18753488]],3,"{0: 638, 1: 239, 2: 123, 3: 0, 4: 0, 5: 0}",1,0,0
1.6e-07,11,250,3000,6,True,0.19784445651937352,0.04084866932541255,4,4,[1.55107997 2.26555128] [0.94497152 2.45008515] [1.81685745 0.55402119] [3.4122117  2.10594765],[2.15366994e-01 2.92641328e-01 1.07162500e-03 1.44544664e-01 3.46375388e-01 1.58536515e-10],[[0.67519248 0.29105044]  [0.29105044 2.65179967]] [[ 1.68851085 -0.06879675]  [-0.06879675  1.80343474]] [[ 2.14872688 -0.19370434]  [-0.19370434  1.0704793 ]] [[0.85341094 0.13954301]  [0.13954301 2.47216978]],5,"{0: 211, 1: 241, 2: 0, 3: 113, 4: 435, 5: 0}",2,0,0
1.6e-07,12,250,3000,6,True,0.1326151543924285,0.32901976162339086,3,3,[3.57999734 2.52660989] [1.66507592 2.70277236] [1.82239535 0.56056444],[1.48305146e-01 5.54320027e-01 2.97374827e-01 1.59118957e-10 2.54590298e-17 4.07344417e-24],[[ 0.58631249 -0.02157096]  [-0.02157096  1.97885932]] [[ 1.8915686  -0.13263296]  [-0.13263296  1.8611676 ]] [[ 2.09374742 -0.0268566 ]  [-0.0268566   1.32348318]],3,"{0: 147, 1: 550, 2: 303, 3: 0, 4: 0, 5: 0}",1,0,0
1.6e-07,13,250,3000,6,True,0.127966594778893,-0.00015758605114223935,2,2,[2.8914763  1.92830685] [0.78372947 2.04210979],[1.07573164e-03 6.14821488e-01 3.84102781e-01 1.59266630e-10 2.54826575e-17 4.07722460e-24],[[ 1.79613648 -0.02053841]  [-0.02053841  2.70329565]] [[ 1.42930684 -0.06223847]  [-0.06223847  2.39983993]],3,"{0: 0, 1: 626, 2: 374, 3: 0, 4: 0, 5: 0}",1,0,1
1.6e-07,14,250,3000,6,True,0.22354978834525213,0.44704024930190284,3,3,[2.74956291 0.99455982] [2.60824751 3.07286705] [0.6573979 1.9835747],[3.38968607e-01 3.78018443e-01 2.83012951e-01 1.59038404e-10 2.54461413e-17 4.07138201e-24],[[ 1.8907651  -0.11687948]  [-0.11687948  1.26719784]] [[ 1.62954609 -0.19760782]  [-0.19760782  1.39678147]] [[ 0.97595593 -0.13995099]  [-0.13995099  2.45488761]],3,"{0: 315, 1: 376, 2: 309, 3: 0, 4: 0, 5: 0}",1,0,1
1.6e-07,15,250,3000,6,True,0.20250524481225024,0.3297494841953923,3,3,[2.03832513 3.45740552] [1.20975464 1.26891093] [3.42466277 1.60992526],[3.26815876e-01 4.14053549e-01 2.59130575e-01 1.58991255e-10 2.54385975e-17 4.07017500e-24],[[2.12625854 0.0607221 ]  [0.0607221  1.21244627]] [[1.53273842 0.06432707]  [0.06432707 1.72441536]] [[1.01618341 0.25283086]  [0.25283086 1.87965769]],3,"{0: 336, 1: 409, 2: 255, 3: 0, 4: 0, 5: 0}",1,0,1
1.6e-07,16,250,3000,6,True,0.17400180774350482,0.8098096770990231,2,2,[2.08399788 1.04977456] [1.74533671 2.94069578],[5.02140416e-01 4.97859584e-01 1.59520051e-10 2.55232052e-17 4.08371229e-24 6.53393872e-31],[[2.51534097 0.17026042]  [0.17026042 1.474574  ]] [[2.41597461 0.18026501]  [0.18026501 1.60842133]],2,"{0: 508, 1: 492, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,17,250,3000,6,True,0.0,0.0,1,1,[1.85171337 2.04085353],[1.00000000e+00 1.59840145e-10 2.55744206e-17 4.09190681e-24 6.54705003e-31 1.04752785e-37],[[ 2.42659785 -0.10387831]  [-0.10387831  2.52549757]],1,"{0: 1000, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,18,250,3000,6,True,0.13654577341719548,0.00322160163217725,3,3,[2.60015133 2.11750586] [0.92525426 2.01200931] [3.79759251 1.65123525],[1.97143160e-01 5.35006453e-01 2.67850387e-01 1.59049030e-10 2.54478415e-17 4.07165404e-24],[[0.27243655 0.22474159]  [0.22474159 3.08367991]] [[1.15768277 0.10143929]  [0.10143929 2.54663716]] [[1.16405377 0.37855209]  [0.37855209 2.63941343]],3,"{0: 252, 1: 516, 2: 232, 3: 0, 4: 0, 5: 0}",3,0,0
1.6e-07,19,250,3000,6,True,0.16368466680039934,0.0036268277184816422,2,2,[0.89615301 1.92225634] [2.90745923 2.15056627],[4.88187484e-01 5.11812515e-01 1.59528761e-10 2.55245987e-17 4.08393525e-24 6.53429545e-31],[[ 1.40578574 -0.05336983]  [-0.05336983  2.28792074]] [[ 1.47693632 -0.0940573 ]  [-0.0940573   2.35549514]],2,"{0: 494, 1: 506, 2: 0, 3: 0, 4: 0, 5: 0}",1,0,1
0.16666666666666666,0,250,3000,6,True,0.06625932571525024,0.17758275640387147,6,5,[-0.01646415  1.67613702] [2.4981122  1.03348019] [2.49514458 3.59234258] [1.05490218 2.26808332] [ 2.28639844 -0.97292824] [2.48542169 2.44482336],[0.07171116 0.33383584 0.20254204 0.31949753 0.00486181 0.06755161],[[ 1.85786443 -0.20590484]  [-0.20590484  1.8852448 ]] [[1.02292689 0.2232384 ]  [0.2232384  1.28868981]] [[0.97300486 0.02023643]  [0.02023643 0.94368832]] [[ 0.33177143 -0.12370134]  [-0.12370134  2.57313865]] [[ 0.50466961 -0.68206955]  [-0.68206955  5.55929938]] [[0.45834292 0.17629077]  [0.17629077 0.26246933]],6,"{0: 44, 1: 302, 2: 164, 3: 408, 4: 2, 5: 80}",4,0,3
0.16666666666666666,1,250,3000,6,True,0.22417275987583943,0.8170330194106233,2,2,[1.86086071 1.06629066] [1.98350245 2.97950122],[5.16451350e-01 4.83382443e-01 1.42525026e-04 2.03577795e-05 2.90825317e-06 4.15464738e-07],[[ 1.27721874 -0.18210695]  [-0.18210695  1.26414968]] [[ 1.31127634 -0.25793422]  [-0.25793422  1.29917039]],2,"{0: 532, 1: 468, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,2,250,3000,6,True,0.07773371433577632,0.16179619039261303,4,4,[1.15155875 2.27464051] [2.50969055 2.00114878] [2.51973088 0.84680674] [3.30650445 3.09442163],[4.25910881e-01 1.86674592e-01 3.01406344e-01 8.58475267e-02 1.40576990e-04 2.00796050e-05],[[0.77631189 0.31635836]  [0.31635836 2.72344792]] [[ 0.40276554 -0.38867184]  [-0.38867184  2.21369036]] [[1.46438775 0.47673448]  [0.47673448 1.3863635 ]] [[0.59877637 0.32144751]  [0.32144751 0.73673034]],4,"{0: 464, 1: 136, 2: 328, 3: 72, 4: 0, 5: 0}",2,0,0
0.16666666666666666,3,250,3000,6,True,0.020181076861326065,0.11471537173363172,3,3,[2.622595   2.49870695] [1.59516201 0.90077651] [0.64380027 1.98188221],[1.07480465e-03 6.14028179e-01 1.70735339e-01 2.13999798e-01 1.41647119e-04 2.02324490e-05],[[ 1.08032194 -0.43198409]  [-0.43198409  2.22120324]] [[0.46900413 0.08941805]  [0.08941805 1.7704009 ]] [[ 0.90072809 -0.03728475]  [-0.03728475  1.76991101]],4,"{0: 0, 1: 666, 2: 146, 3: 188, 4: 0, 5: 0}",1,0,0
0.16666666666666666,4,250,3000,6,True,0.021970614879533643,0.07153690904195802,4,4,[1.46139522 2.03092073] [-0.26482161  1.35455956] [3.20170733 1.16932792] [2.87601434 3.28694592],[5.29001028e-01 5.78488651e-02 2.51731789e-01 1.61256835e-01 1.41301162e-04 2.01830379e-05],[[ 0.58660961 -0.11987516]  [-0.11987516  2.11311052]] [[ 1.15480483 -0.24692845]  [-0.24692845  3.56345578]] [[0.69127329 0.09392039]  [0.09392039 1.56699719]] [[1.17531339 0.02874953]  [0.02874953 1.08793879]],4,"{0: 598, 1: 36, 2: 240, 3: 126, 4: 0, 5: 0}",3,0,1
0.16666666666666666,5,250,3000,6,True,0.15349368558673765,0.5380306805004323,3,3,[1.80562126 2.1146929 ] [1.8400112  0.59430419] [2.25131726 3.29730197],[1.90337858e-01 3.97133871e-01 4.12362744e-01 1.42297802e-04 2.03253602e-05 2.90362186e-06],[[ 1.19543594 -0.41272069]  [-0.41272069  0.39472784]] [[ 1.19439179 -0.21629085]  [-0.21629085  0.96417818]] [[ 1.38545082 -0.29850161]  [-0.29850161  1.19938081]],3,"{0: 232, 1: 388, 2: 380, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,6,250,3000,6,True,0.13123144310479265,0.446251531141042,4,4,[2.1113414  1.98500691] [2.13701806 0.56256305] [1.52039753 3.33411261] [3.14389087 3.79004037],[2.36715094e-01 3.70300919e-01 1.07141463e-03 3.31768738e-01 6.00042262e-02 1.39608266e-04],[[2.12692642 0.63761283]  [0.63761283 0.60900065]] [[1.46841304 0.3371141 ]  [0.3371141  1.17032378]] [[0.99516932 0.16492812]  [0.16492812 1.11872137]] [[0.38874253 0.30378442]  [0.30378442 0.77843802]],5,"{0: 286, 1: 346, 2: 0, 3: 318, 4: 50, 5: 0}",1,1,0
0.16666666666666666,7,250,3000,6,True,-0.00208960791001085,0.000820075614443952,4,3,[0.70799404 1.72070166] [3.10627975 1.92413719] [1.93697252 1.70994991] [-0.6545964   1.47972487],[3.15568100e-01 3.22535058e-01 3.54401621e-01 7.35174207e-03 1.25546099e-04 1.79329708e-05],[[0.42649016 0.03254893]  [0.03254893 2.19055218]] [[ 0.51092475 -0.1409201 ]  [-0.1409201   2.43092523]] [[ 0.12849438 -0.06348294]  [-0.06348294  2.22488577]] [[2.17387464 0.22009167]  [0.22009167 1.12171417]],4,"{0: 296, 1: 284, 2: 416, 3: 4, 4: 0, 5: 0}",6,0,6
0.16666666666666666,8,250,3000,6,True,0.04113546232519307,0.12892951114804044,2,2,[1.72150441 3.62731404] [2.06053553 1.56974675],[2.34982469e-01 1.07354283e-03 7.63778289e-01 1.42445594e-04 2.03464718e-05 2.90663780e-06],[[1.08025718 0.05249533]  [0.05249533 1.19781531]] [[1.64936375 0.00530133]  [0.00530133 1.95406168]],3,"{0: 190, 1: 0, 2: 810, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,9,250,3000,6,True,0.011922342865246228,0.06690876324424928,5,4,[1.32183972 2.32142525] [ 0.17034608 -0.19369185] [2.99112919 3.49621143] [3.01954492 0.06225024] [2.98252878 1.60514552],[6.44018412e-01 5.08375316e-03 1.22382700e-01 1.17827744e-01 1.10547242e-01 1.40148905e-04],[[0.92149461 0.04455993]  [0.04455993 2.39939918]] [[1.95206819 2.03929129]  [2.03929129 3.84539416]] [[0.40863033 0.22809446]  [0.22809446 0.95644432]] [[ 0.63406677 -0.12238983]  [-0.12238983  0.94330368]] [[0.57221748 0.11014049]  [0.11014049 0.28149846]],5,"{0: 646, 1: 2, 2: 116, 3: 102, 4: 134, 5: 0}",2,0,1
0.16666666666666666,10,250,3000,6,True,0.10961015925858969,0.44039956686043763,2,2,[1.64328826 1.28302371] [1.97980522 3.34595393],[5.73926194e-01 3.11780656e-01 1.14128842e-01 1.41250066e-04 2.01757564e-05 2.88224991e-06],[[ 1.71318445 -0.03246047]  [-0.03246047  1.73420798]] [[ 1.05939408 -0.26184112]  [-0.26184112  1.29471877]],3,"{0: 670, 1: 330, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,11,250,3000,6,True,0.001324512798309625,0.0063096840436945,3,3,[2.22046086 0.49594458] [1.88187683 2.04427408] [2.77619641 2.86899288],[1.04006378e-01 7.36209025e-01 1.59619680e-01 1.41772707e-04 2.02503776e-05 2.89291007e-06],[[0.41337286 0.07858205]  [0.07858205 1.18850658]] [[ 1.4894565  -0.14231872]  [-0.14231872  2.17156917]] [[0.41640002 0.09812521]  [0.09812521 2.59761758]],3,"{0: 16, 1: 938, 2: 46, 3: 0, 4: 0, 5: 0}",1,0,0
0.16666666666666666,12,250,3000,6,True,0.10790060204993311,0.4631661013203643,4,4,[0.14360435 2.67358439] [2.07723292 1.11658164] [1.45178816 3.04205094] [2.74754966 3.37978095],[5.03345977e-02 5.48889110e-01 1.96017526e-01 2.04596912e-01 1.41625129e-04 2.02292865e-05],[[ 1.20518207 -0.41353676]  [-0.41353676  1.74149804]] [[1.18484798 0.11910563]  [0.11910563 1.69644164]] [[ 0.42053154 -0.27227739]  [-0.27227739  1.64730043]] [[ 0.28583343 -0.03083661]  [-0.03083661  1.23625076]],4,"{0: 26, 1: 588, 2: 184, 3: 202, 4: 0, 5: 0}",3,1,0
0.16666666666666666,13,250,3000,6,True,0.12976132252248718,0.47744085423491905,4,4,[2.13228573 2.76561871] [2.14332336 0.76877078] [1.26543769 1.65974921] [ 3.63781871 -0.34801505],[5.67952258e-01 1.07151753e-03 2.71954055e-01 1.24691308e-01 3.41935375e-02 1.37324110e-04],[[1.66024336 0.19811447]  [0.19811447 1.31656908]] [[1.74189403 0.22693132]  [0.22693132 0.74372316]] [[ 0.82073201 -1.24129186]  [-1.24129186  4.77450706]] [[ 0.42977165 -0.47231096]  [-0.47231096  2.33143417]],5,"{0: 622, 1: 0, 2: 328, 3: 32, 4: 18, 5: 0}",1,0,1
0.16666666666666666,14,250,3000,6,True,0.10016920055011931,0.2631508449718771,5,5,[1.81205629 1.40857968] [2.28844217 3.40334176] [3.03477279 0.71707704] [3.32460212 2.23586942] [0.39400957 1.8997018 ],[0.30333424 0.30736287 0.15611441 0.0973917  0.00105697 0.13473982],[[ 0.253101   -0.13663278]  [-0.13663278  2.03962304]] [[ 0.94159161 -0.11805701]  [-0.11805701  1.20669834]] [[ 1.06376919 -0.37118742]  [-0.37118742  0.67381233]] [[ 0.74713085 -0.12819962]  [-0.12819962  0.38465961]] [[ 0.30388158 -0.0788203 ]  [-0.0788203   2.37760985]],6,"{0: 326, 1: 308, 2: 128, 3: 88, 4: 0, 5: 150}",4,0,3
0.16666666666666666,15,250,3000,6,True,0.04555119466930073,0.22701144700004716,4,4,[2.71928174 2.78153936] [0.55856356 2.01939597] [1.94486029 1.66366466] [2.60034863 0.51756888],[4.39506546e-01 2.33082213e-01 1.84530804e-01 1.42719127e-01 1.41147950e-04 2.01611531e-05],[[ 0.89512786 -0.04197277]  [-0.04197277  1.71690035]] [[0.40292274 0.21239338]  [0.21239338 2.54714497]] [[0.21753466 0.2997733 ]  [0.2997733  2.4141551 ]] [[0.63774317 0.16052812]  [0.16052812 1.05128333]],4,"{0: 482, 1: 240, 2: 164, 3: 114, 4: 0, 5: 0}",2,0,0
0.16666666666666666,16,250,3000,6,True,0.0,0.0,1,1,[1.91522245 1.99213542],[9.99833394e-01 1.42816196e-04 2.03994430e-05 2.91420512e-06 4.16315017e-07 5.94735739e-08],[[1.49791489 0.01548698]  [0.01548698 2.4358056 ]],1,"{0: 1000, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,17,250,3000,6,True,0.11949611174527118,0.38461222634523223,5,5,[1.57426851 1.05118836] [1.4446942  2.71752957] [1.72821189 3.43621696] [2.63245505 0.65887297] [-0.12403931  0.7265967 ],[0.17398464 0.19115174 0.33154495 0.27836065 0.00102231 0.02393571],[[0.42603768 0.22276036]  [0.22276036 0.34897957]] [[0.81795951 0.33441811]  [0.33441811 0.33997789]] [[ 1.86832323 -0.10224792]  [-0.10224792  1.37867337]] [[0.8356359  0.39984066]  [0.39984066 1.55301617]] [[0.8290851  0.40080079]  [0.40080079 1.11512647]],6,"{0: 208, 1: 236, 2: 284, 3: 252, 4: 0, 5: 20}",3,0,3
0.16666666666666666,18,250,3000,6,True,0.05268641394547424,0.21892101823915397,5,5,[1.60013385 3.18878224] [2.9194618  1.06706222] [0.81823065 1.74897452] [3.8744156 2.6359342] [1.73139969 0.75158651],[2.46468886e-01 2.12699091e-01 2.51688892e-01 1.41873098e-01 1.47129103e-01 1.40930391e-04],[[ 0.40971761 -0.1007786 ]  [-0.1007786   1.71397995]] [[ 0.28444235 -0.01823184]  [-0.01823184  1.66076004]] [[0.71440735 0.18073134]  [0.18073134 1.56300342]] [[ 0.71370494 -0.08565952]  [-0.08565952  2.78988812]] [[0.13074543 0.26394639]  [0.26394639 2.09695682]],5,"{0: 254, 1: 240, 2: 214, 3: 118, 4: 174, 5: 0}",5,1,4
0.16666666666666666,19,250,3000,6,True,0.0,0.0,1,1,[1.92654464 2.03921946],[9.99833397e-01 1.42814006e-04 2.03991803e-05 2.91416761e-06 4.16309659e-07 5.94728084e-08],[[1.45438303 0.04032936]  [0.04032936 2.337859  ]],1,"{0: 1000, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1,0,250,3000,6,True,0.06576949602808876,0.17692634072148108,6,5,[-0.01688219  1.67589294] [2.4995522  1.03204473] [2.49398288 3.59704961] [1.0549699  2.26791272] [ 2.28643144 -0.97268716] [2.48590539 2.44497469],[0.07169976 0.33349977 0.20182826 0.31969077 0.00487242 0.06840902],[[ 1.85723785 -0.20609617]  [-0.20609617  1.88475844]] [[1.02303474 0.22456408]  [0.22456408 1.28689098]] [[0.97362852 0.02118276]  [0.02118276 0.93967859]] [[ 0.33171399 -0.12349728]  [-0.12349728  2.57229058]] [[ 0.5045004  -0.68163648]  [-0.68163648  5.556384  ]] [[0.45903739 0.17695412]  [0.17695412 0.26207639]],6,"{0: 44, 1: 302, 2: 162, 3: 408, 4: 2, 5: 82}",4,0,3
1,1,250,3000,6,True,0.22417275987583943,0.8170330194106233,2,2,[1.86071134 1.06690872] [1.98376995 2.98051706],[5.16459251e-01 4.82571401e-01 5.19619797e-04 2.57408107e-04 1.28273703e-04 6.40466774e-05],[[ 1.27710737 -0.18228832]  [-0.18228832  1.26442618]] [[ 1.31142456 -0.25824345]  [-0.25824345  1.29830874]],2,"{0: 532, 1: 468, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1,2,250,3000,6,True,0.07773371433577632,0.16179619039261303,4,4,[1.15189053 2.27504543] [2.50994009 1.99989772] [2.51965631 0.845669  ] [3.3054433  3.09295741],[4.25841053e-01 1.86317039e-01 3.01034750e-01 8.60435100e-02 5.10968587e-04 2.52679342e-04],[[0.77642685 0.31644772]  [0.31644772 2.72316537]] [[ 0.40243792 -0.38861308]  [-0.38861308  2.21317269]] [[1.46469698 0.4768401 ]  [0.4768401  1.38522743]] [[0.59932074 0.3216118 ]  [0.3216118  0.73722629]],4,"{0: 464, 1: 136, 2: 328, 3: 72, 4: 0, 5: 0}",2,0,0
1,3,250,3000,6,True,0.020181076861326065,0.11471537173363172,3,3,[2.62610823 2.49933104] [1.59663504 0.90444515] [0.64685506 1.98829216],[1.07411174e-03 6.11524780e-01 1.71834657e-01 2.14796958e-01 5.14887624e-04 2.54605789e-04],[[ 1.07813562 -0.43311146]  [-0.43311146  2.22225863]] [[0.47002609 0.09013043]  [0.09013043 1.77194479]] [[ 0.90225519 -0.03365238]  [-0.03365238  1.77084533]],4,"{0: 0, 1: 666, 2: 146, 3: 188, 4: 0, 5: 0}",1,0,0
1,4,250,3000,6,True,0.021970614879533643,0.07153690904195802,4,4,[1.4614256  2.03084536] [-0.26509437  1.3544194 ] [3.20186547 1.17011124] [2.87546186 3.2875996 ],[5.28697001e-01 5.78006453e-02 2.51698736e-01 1.61036069e-01 5.13582875e-04 2.53965923e-04],[[ 0.58665198 -0.1198843 ]  [-0.1198843   2.11308942]] [[ 1.1546212  -0.24704477]  [-0.24704477  3.56349685]] [[0.69131393 0.09407302]  [0.09407302 1.56789918]] [[1.17572771 0.02884306]  [0.02884306 1.0876373 ]],4,"{0: 598, 1: 36, 2: 240, 3: 126, 4: 0, 5: 0}",3,0,1
1,5,250,3000,6,True,0.15349368558673765,0.5380306805004323,3,3,[1.80586252 2.1143628 ] [1.83994944 0.59388881] [2.25100643 3.2966034 ],[1.90088728e-01 3.96696715e-01 4.12311914e-01 5.18223509e-04 2.56608599e-04 1.27810029e-04],[[ 1.19539665 -0.41269009]  [-0.41269009  0.39464798]] [[ 1.19438478 -0.21635031]  [-0.21635031  0.96386368]] [[ 1.3855769  -0.29820018]  [-0.29820018  1.1999212 ]],3,"{0: 232, 1: 388, 2: 380, 3: 0, 4: 0, 5: 0}",0,0,0
1,6,250,3000,6,True,0.13063399134864231,0.44411951029850694,4,4,[2.11158537 1.98500167] [2.13708472 0.56303486] [1.51923579 3.333663  ] [3.14274021 3.78833239],[0.23633189 0.37031738 0.00107104 0.33150264 0.06027156 0.0005055 ],[[2.12788133 0.63806209]  [0.63806209 0.60875667]] [[1.46844616 0.33718383]  [0.33718383 1.17066645]] [[0.99406932 0.16496133]  [0.16496133 1.1192244 ]] [[0.38893973 0.30386758]  [0.30386758 0.77920656]],5,"{0: 286, 1: 346, 2: 0, 3: 316, 4: 52, 5: 0}",1,1,0
1,7,250,3000,6,True,-0.00208960791001085,0.000820075614443952,4,3,[0.70612141 1.72013482] [3.10636252 1.92430039] [1.93649277 1.71046328] [-0.63310734  1.48144611],[3.14395306e-01 3.22292805e-01 3.54957907e-01 7.66486753e-03 4.60870696e-04 2.28244377e-04],[[0.42400199 0.03188814]  [0.03188814 2.19105064]] [[ 0.51090843 -0.14103912]  [-0.14103912  2.43097779]] [[ 0.1287607  -0.06365351]  [-0.06365351  2.22497877]] [[2.16840651 0.21920791]  [0.21920791 1.12476547]],4,"{0: 296, 1: 284, 2: 416, 3: 4, 4: 0, 5: 0}",6,0,6
1,8,250,3000,6,True,0.03764515723496345,0.114932132571389,2,2,[1.71887611 3.65048561] [2.05678084 1.59044572],[2.24478729e-01 1.07278771e-03 7.73544901e-01 5.18761137e-04 2.56876873e-04 1.27944020e-04],[[1.06258853 0.05262851]  [0.05262851 1.18509108]] [[1.64795700e+00 5.38357780e-04]  [5.38357780e-04 1.97592213e+00]],3,"{0: 180, 1: 0, 2: 820, 3: 0, 4: 0, 5: 0}",0,0,0
